runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits
1,CA_San.Francisco.Intl,Office,10,0.0,None,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-512250.0157,1682.819655,-134927.6761,-104852.9387,30074.73733,31757.55699,-74365.31717000001,76048.13682,1682.819655,0.0,31757.55699
2,CA_San.Francisco.Intl,Office,10,0.10531,Retail,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-519930.972,-5998.136642,-134927.6761,-104852.9387,30074.73733,24076.60069,-77413.98935,71415.85271,-5998.136642,8205.915904000001,32282.5166
3,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-512311.7587,1621.076663,-134927.6761,-104852.9387,30074.73733,31695.814,-74365.31717000001,75986.39383,1621.076663,103.2833321,31799.09733
4,CA_San.Francisco.Intl,Office,10,0.0482115,150% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-512640.4441,1292.391247,-134927.6761,-104852.9387,30074.73733,31367.12858,-74562.2094,75854.60064,1292.391247,518.8427765,31885.971360000003
5,CA_San.Francisco.Intl,Office,10,0.064282,200% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-514079.1087,-146.27328590000005,-134927.6761,-104852.9387,30074.73733,29928.46405,-75291.03526,75144.76197,-146.27328590000005,2300.557508,32229.02155
6,CA_San.Francisco.Intl,Office,10,0.032141,Battery at LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-527727.1858,-13794.35046,-134927.6761,-104852.9387,30074.73733,16280.386869999998,-19153.562830000006,30498.68978,11345.12695,5204.24094,21484.62781
7,CA_San.Francisco.Intl,Office,10,0.0482115,Battery at 150% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-527725.5555,-13792.7201,-134927.6761,-104852.9387,30074.73733,16282.01724,-28730.34424,45748.03569,17017.69145,7806.361409,24088.37865
8,CA_San.Francisco.Intl,Office,10,0.064282,Battery at 200% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8354,-527569.2699,-13636.43451,-134927.6761,-104994.1724,29933.50368,16297.06918,-38301.80437,61925.67609,23623.87172,10410.00395,26707.07313
9,CA_San.Francisco.Intl,Office,10,0.0,None,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-512250.0157095536,1682.8196552865554,-134927.67605275198,-104852.93872009091,30074.737332661083,31757.556987947635,-74365.31716799721,76048.13682328381,1682.819655286599,0.0,31757.556987947686
10,CA_San.Francisco.Intl,Office,10,0.10531,Retail,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-519930.9720063547,-5998.136641514546,-134927.67605275198,-104852.93872009096,30074.73733266104,24076.600691146494,-77413.98935250322,71415.85271098875,-5998.136641514473,8205.915904041945,32282.51659518852
11,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-512311.75870162406,1621.0766632160519,-134927.67605275198,-104852.93872009091,30074.737332661083,31695.813995877135,-74365.31716799721,75986.39383121331,1621.076663216096,103.28333213423436,31799.097328011405
12,CA_San.Francisco.Intl,Office,10,0.048211500000000004,150% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-512640.44411805423,1292.3912467859336,-134927.67605275198,-104852.93872009091,30074.737332661083,31367.128579447017,-74562.20939610119,75854.60064288718,1292.3912467859918,518.8427764599579,31885.97135590704
13,CA_San.Francisco.Intl,Office,10,0.064282,200% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-514079.10865076893,-146.27328592876438,-134927.67605275198,-104852.93872009091,30074.737332661083,29928.46404673232,-75291.03525657077,75144.76197064205,-146.27328592872072,2300.55750754447,32229.02155427683
14,CA_San.Francisco.Intl,Office,10,0.032141,Battery at LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-527727.1858247159,-13794.350459875714,-134927.67605275198,-104852.93872009091,30074.737332661083,16280.386872785368,-19153.56282610863,30498.68977764495,11345.12695153632,5204.2409396436715,46624.105223841085
15,CA_San.Francisco.Intl,Office,10,0.0482115,Battery at 150% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-527725.5554600602,-13792.72009522008,-134927.67605275198,-104852.93872009091,30074.737332661083,16282.017237441003,-28730.34423916295,45748.035686710326,17017.691447547368,7806.361409465507,54898.790189673964
16,CA_San.Francisco.Intl,Office,10,0.064282,Battery at 200% LMPs,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.83536484017,-527569.2698724023,-13636.434507562139,-134927.676052752,-104994.17236823225,29933.50368451976,16297.069176957622,-38301.804370852245,61925.67609459085,23623.871723738608,10410.003952552415,63967.37936081078
