runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits
75,CA_San.Jose.Intl,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-367980.8108867139,-365695.0221750561,2285.7887116578063,-67851.90803334497,-46624.56972525959,21227.3383080854,23513.1270197432,-44864.559759253425,47150.34847091128,2285.788711657857,0.0,23513.1270197432
76,CA_San.Jose.Intl,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-535766.0509902536,-535603.4060456782,162.64494457526595,-134964.2567731175,-105961.33628111136,29002.920492006117,29165.565436581383,-74715.36198712538,74878.00693170076,162.6449445753824,46.351218534022884,29211.916655115405
77,CA_San.Jose.Intl,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-428320.938402129,-427253.62907804974,1067.3093240792514,-123696.369632672,-84974.14816735088,38722.22146532114,39789.53078940038,-71501.94695992468,72569.25628400387,1067.3093240791932,217.38471459077485,40006.915503991164
78,CA_San.Jose.Intl,Apartment,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-370288.9832994153,-360520.4809339354,9768.502365479944,-80398.16999848478,-51352.67348577119,29045.496512713587,38813.99887819353,-62559.81963573615,72328.32200121606,9768.502365479908,0.0,38813.99887819353
79,CA_San.Jose.Intl,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-369431.0541992257,-369382.65981444094,48.3943847847404,-108944.81657225873,-72992.56355460787,35952.253017650844,36000.647402435585,-68955.24001117637,69003.63439596113,48.39438478475496,162.32157659223563,36162.96897902782
80,CA_San.Jose.Intl,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-460821.0364250408,-462464.6951027481,-1643.6586777072516,-80881.97429028056,-60599.92571092981,20282.048579350747,18638.38990164349,-58199.90778093961,56556.249103232425,-1643.6586777071936,0.2693149885811568,18638.65921663208
81,CA_San.Jose.Intl,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-614000.9740484045,-608135.5358498014,5865.438198603224,-205602.42309521785,-164575.47582103868,41026.94727417908,46892.38547278231,-71747.37955761327,77612.81775621651,5865.438198603239,0.0,46892.38547278231
82,CA_San.Jose.Intl,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-398540.7931340938,-393375.106582873,5165.6865512208315,-79118.52167640338,-53178.41569730896,25940.1059790944,31105.79253031523,-57568.688865738,62734.375416958945,5165.686551220948,18.255104302974487,31124.047634618204
83,CA_San.Jose.Intl,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-315174.0731819031,-317802.8414488869,-2628.768266983796,-81200.2425156161,-55998.07176337622,25202.170752239886,22573.40248525609,-60681.58272479973,58052.814457815926,-2628.768266983796,754.9535473507315,23328.356032606825
84,CA_San.Jose.Intl,Market,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-394877.9164566167,-395645.2154850568,-767.2990284400295,-76406.27181251263,-57259.56783471241,19146.70397780021,18379.404949360192,-66300.15042619748,65532.85139775749,-767.2990284399858,13.133608205703915,18392.53855756589
85,CA_Sacramento.Metro,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-516496.5846862496,-514560.9069982814,1935.6776879681847,-100324.68442400172,-73191.26755344639,27133.41687055533,29069.09455852352,-68489.37108027209,70425.0487682402,1935.6776879681129,0.0,29069.09455852352
86,CA_Sacramento.Metro,Hospital,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-260597.1036984232,-260065.1223816356,531.9813167875109,-42782.99656766649,-37230.37424188334,5552.622325783144,6084.603642570655,-26049.858019394007,26581.839336181503,531.9813167874927,103.65560741424234,6188.259249984898
87,CA_Sacramento.Metro,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-366956.9222091071,-364397.8141329639,2559.108076143195,-67761.42114879194,-47079.226919419736,20682.194229372188,23241.302305515386,-44556.24639046325,47115.354466606484,2559.108076143224,1.287216200508696,23242.58952171589
88,CA_Sacramento.Metro,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-532045.6085539975,-532562.2398342516,-516.631280254107,-135309.31821062052,-104977.6651426567,30331.653067963794,29815.021787709687,-74650.00378201713,74133.37250176302,-516.6312802540924,133.50136208056335,29948.52314979025
89,CA_Sacramento.Metro,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-428378.59986961156,-426274.7158690724,2103.8840005391976,-136139.13242226426,-93599.26621117195,42539.86621109227,44643.750211631464,-71132.84736220588,73236.73136274515,2103.884000539271,225.1779003528996,44868.928111984365
90,CA_Sacramento.Metro,Apartment,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-371826.2542969233,-362344.0888087204,9482.165488202882,-84032.50219173956,-53874.34136631155,30158.160825428015,39640.326313630896,-61371.9884433064,70854.15393150928,9482.165488202889,16.435157487666267,39656.76147111857
91,CA_Sacramento.Metro,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-385800.4581855283,-384913.2018851153,887.2563004129332,-119236.76610671355,-84857.37900172197,34379.387104991576,35266.64340540451,-70261.47122903635,71148.72752944929,887.2563004129332,246.7206287177573,35513.36403412226
92,CA_Sacramento.Metro,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-477825.3174400466,-477180.7820759282,644.5353641184048,-88660.39284115976,-65303.90929705865,23356.48354410111,24001.01890821952,-64735.65566602091,65380.191030139315,644.5353641183974,0.0,24001.01890821952
93,CA_Sacramento.Metro,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-629556.7450883541,-624211.0982390465,5345.646849307464,-202431.67948593735,-159648.91245031427,42782.76703562311,48128.413884930575,-72012.30720285173,77357.95405215936,5345.646849307639,81.40949492514764,48209.82337985572
94,CA_Sacramento.Metro,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-400631.275269088,-394221.00107113045,6410.274197957537,-83108.33319335378,-55555.787507640525,27552.545685713263,33962.8198836708,-61079.9409051404,67490.21510309789,6410.274197957487,25.117694588042358,33987.93757825884
95,CA_Sacramento.Metro,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-329615.34966811753,-331929.97732337343,-2314.6276552558993,-88410.93697420364,-60815.47817583586,27595.458798367763,25280.831143111864,-60864.51719693878,58549.88954168281,-2314.627655255951,594.7089726734607,25875.540115785323
96,CA_Sacramento.Metro,Market,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-405258.4248160301,-405338.75757291255,-80.33275688247521,-81457.37774323861,-61188.89863628091,20268.479106957704,20188.146350075232,-69870.05182474396,69789.71906786153,-80.33275688244613,3.8477530706169545,20191.994103145847
97,CA_San.Diego-Lindbergh.Field.722900_TMY3,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-496728.4500066135,-495319.58566389116,1408.864342722343,-90633.56417674279,-66065.9902776904,24567.573899052382,25976.438241774726,-67646.00926301579,69054.87360573818,1408.8643427223874,0.0,25976.438241774726
98,CA_San.Diego-Lindbergh.Field.722900_TMY3,Hospital,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-259662.216523186,-259172.7688474081,489.44767577783205,-42487.326783878896,-36892.12916868348,5595.197615195415,6084.645290973247,-25112.792379605977,25602.240055383798,489.44767577782477,92.84956997933607,6177.494860952583
99,CA_San.Diego-Lindbergh.Field.722900_TMY3,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-354514.5708329557,-352456.04122709023,2058.5296058655367,-63496.34403457082,-44369.58598022664,19126.758054344198,21185.28766020973,-40899.93409035599,42958.4636962216,2058.5296058656168,0.0,21185.28766020973
100,CA_San.Diego-Lindbergh.Field.722900_TMY3,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-574125.7719726029,-575308.1903052124,-1182.418332609348,-138200.2469775308,-110383.50763650656,27816.739341024248,26634.321008414903,-75175.88619330747,73993.46786069816,-1182.418332609319,60.0551306477097,26694.376139062613
101,CA_San.Diego-Lindbergh.Field.722900_TMY3,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-409322.06551343686,-409417.12673240155,-95.06121896463446,-108763.90000413553,-80995.42410074094,27768.47590339457,27673.414684429947,-70506.53224365367,70411.47102468912,-95.0612189645617,201.17733580842426,27874.592020238364
102,CA_San.Diego-Lindbergh.Field.722900_TMY3,Apartment,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-359297.16091487784,-349781.66689375305,9515.494021124787,-76903.63262120777,-48415.513481965114,28488.11913924267,38003.61316036746,-59920.64432678544,69436.1383479102,9515.49402112476,1.7151824192862828,38005.328342786735
103,CA_San.Diego-Lindbergh.Field.722900_TMY3,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-375358.96196777397,-374873.9709237726,484.99104400136287,-107757.29426750382,-76900.40752101522,30856.8867464886,31341.87779048996,-69285.70985166449,69770.70089566585,484.99104400136287,338.38679983833737,31680.264590328297
104,CA_San.Diego-Lindbergh.Field.722900_TMY3,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-460898.95368781296,-461866.2987379405,-967.3450501274199,-80306.68103860143,-60228.025941335625,20078.655097265808,19111.310047138388,-59539.96899863289,58572.62394850546,-967.3450501274347,0.0,19111.310047138388
105,CA_San.Diego-Lindbergh.Field.722900_TMY3,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-645616.3063069364,-641527.4869518315,4088.81935510505,-191643.61984752727,-160084.86135111292,31558.75849641432,35647.57785151937,-72587.71229251656,76676.53164762152,4088.8193551049626,0.0,35647.57785151937
106,CA_San.Diego-Lindbergh.Field.722900_TMY3,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-384669.27305199,-379971.6354945787,4697.6375574113345,-74509.56171433612,-50757.11546387418,23752.446250461948,28450.083807873285,-53689.0383645762,58386.67592198753,4697.637557411319,53.91087030102252,28503.994678174317
107,CA_San.Diego-Lindbergh.Field.722900_TMY3,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-324106.9528787252,-326920.33871384896,-2813.385835123773,-81346.46557147743,-57419.3333954757,23927.132176001724,21113.746340877948,-63331.44731331501,60518.06147819122,-2813.385835123794,517.1450220113345,21630.891362889284
108,CA_San.Diego-Lindbergh.Field.722900_TMY3,Market,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-375390.97654234077,-376601.8932099106,-1210.916667569836,-69954.42937379144,-53432.905003871536,16521.524369919913,15310.607702350077,-59466.49232262244,58255.575655052664,-1210.916667569778,14.918622813826698,15325.526325163904
109,CA_Palm.Springs-Thermal,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-576830.0209740249,-576890.7561492644,-60.735175239504315,-107494.91510816508,-80364.84677082402,27130.06833734108,27069.333162101568,-74216.59282883666,74155.85765359711,-60.73517523954797,0.0,27069.333162101568
110,CA_Palm.Springs-Thermal,Hospital,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-262552.5131521457,-261805.40804607165,747.1051060740139,-43967.80076071802,-37630.27348051305,6337.527280204973,7084.632386278987,-26494.82487719391,27241.92998326792,747.1051060740101,93.41412963762,7178.046515916606
111,CA_Palm.Springs-Thermal,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-327265.6119072619,-324771.5496857132,2494.062221548695,-58741.598100845324,-41658.58046347772,17083.01763736762,19577.07985891631,-35902.48169038897,38396.54391193762,2494.0622215486583,95.5041986764238,19672.58405759273
112,CA_Palm.Springs-Thermal,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-532532.3461376418,-532474.8848443379,57.46129330375698,-127347.59407724414,-99406.61166627472,27940.98241096944,27998.4437042732,-74851.59919268593,74909.06048598968,57.461293303742416,22.364917570153246,28020.80862184336
113,CA_Palm.Springs-Thermal,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-477546.7132925411,-475475.3760436398,2071.3372489013127,-140064.711614865,-104544.20593231046,35520.5056825545,37591.842931455816,-71317.356387594,73388.69363649523,2071.33724890124,119.75659499683641,37711.59952645265
114,CA_Palm.Springs-Thermal,Apartment,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-350767.27996489435,-343140.1687753713,7627.11118952307,-70034.3703404399,-48488.9858264224,21545.384514017504,29172.495703540568,-53515.95829908499,61143.069488608046,7627.111189523057,69.89349800612102,29242.389201546695
115,CA_Palm.Springs-Thermal,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-460099.5906807261,-459340.5543193522,759.0363613737281,-138768.9814272731,-104583.06713812584,34185.91428914727,34944.950650521,-71831.33530490132,72590.37166627502,759.036361373699,81.08946243047043,35026.04011295147
116,CA_Palm.Springs-Thermal,Restaurant,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-525182.4348418515,-526023.2677506184,-840.8329087669263,-96776.29817727619,-71232.96456328843,25543.333613987783,24702.50070522085,-70569.08905816775,69728.25614940081,-840.8329087669408,0.0,24702.50070522085
117,CA_Palm.Springs-Thermal,School,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-652008.9561673262,-649652.8327516484,2356.1234156778078,-172964.4309107641,-141328.42669321471,31636.004217549398,33992.12763322721,-72722.46832249098,75078.59173816888,2356.12341567791,0.0,33992.12763322721
118,CA_Palm.Springs-Thermal,Hotel,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-398782.183280297,-393080.4839942404,5701.699286056566,-77397.74418421714,-54025.10466895488,23372.639515262257,29074.338801318823,-55945.5000724716,61647.199358528116,5701.699286056508,60.2711404777592,29134.60994179658
119,CA_Palm.Springs-Thermal,Office,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-367116.8905430124,-369508.938412625,-2392.0478696125792,-94808.51402272673,-67615.35793291547,27193.15608981124,24801.108220198657,-66928.69364236959,64536.645772756994,-2392.047869612594,402.8118120558496,25203.920032254508
120,CA_Palm.Springs-Thermal,Market,10,0.032141,wholesale LMP,2000,500.0,0.05,1.0,0.92,0.5,24,12,-416561.5345230784,-417372.5004340685,-810.9659109901404,-82756.93694440491,-61712.63935971249,21044.2975846924,20233.33167370225,-72178.23826397481,71367.27235298466,-810.9659109901552,8.689179489381553,20242.020853191643
121,CA_San.Francisco.Intl,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-477993.33366338257,-477940.7634263743,52.57023700827268,-84117.10232165184,-62539.412246818,21577.69007483384,21630.26031184211,-60683.398623240646,60735.968860248926,52.57023700828722,0.0,21630.26031184211
122,CA_San.Francisco.Intl,Hospital,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-259464.33519488052,-259149.8814455253,314.45374935513246,-42424.88010224397,-36809.2505253585,5615.629576885476,5930.08332624061,-24914.847225043082,25229.300974398207,314.4537493551288,0.0,5930.08332624061
123,CA_San.Francisco.Intl,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-378703.426779241,-376458.97185676533,2244.454922475794,-69542.5244854225,-47743.90920292409,21798.615282498416,24043.07020497421,-45791.39069746421,48035.84561993997,2244.4549224757648,0.0,24043.07020497421
124,CA_San.Francisco.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-513932.8353648402,-512617.6147930237,1315.2205718164332,-134927.67605275198,-104852.93872009091,30074.737332661083,31389.95790447752,-74365.31727985149,75680.53785166799,1315.220571816506,418.876581779777,31808.834486257285
125,CA_San.Francisco.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-415457.48448468116,-415974.1306535903,-516.6461689089773,-113096.05775819233,-77796.9998057802,35299.05795241213,34782.41178350315,-70296.88290215832,69780.23673324933,-516.646168908992,514.7134595360276,35297.125243039176
126,CA_San.Francisco.Intl,Apartment,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-357026.3147463785,-346805.6110821249,10220.70366425364,-78272.43366770742,-49148.73708699615,29123.69658071128,39344.40024496491,-63013.958282865984,73234.66194711965,10220.703664253657,4.358570940114432e-15,39344.40024496491
127,CA_San.Francisco.Intl,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-355804.5529376251,-356957.7474136929,-1153.194476067787,-100170.59704253028,-67986.60312250924,32183.99392002102,31030.799443953238,-67682.28267195022,66529.08819588242,-1153.1944760678016,1292.3656723214772,32323.16511627471
128,CA_San.Francisco.Intl,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-455182.8029351335,-456991.23677574383,-1808.4338406103202,-78085.74935778361,-58729.4957843261,19356.25357345752,17547.819732847194,-56834.47793190067,55026.04409129032,-1808.4338406103561,0.0,17547.819732847194
129,CA_San.Francisco.Intl,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-543971.0022639859,-537546.1234583581,6424.878805627814,-193474.47421783415,-153515.33164059735,39959.14257723681,46384.021382864616,-70461.4270104286,76886.30581605634,6424.878805627741,1959.4615694627025,48343.482952327315
130,CA_San.Francisco.Intl,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-394536.50395786023,-389162.73783621966,5373.766121640569,-77805.11042679891,-52337.79267166789,25467.317755131025,30841.083876771587,-59236.205461379366,64609.97158301995,5373.76612164059,0.0,30841.083876771587
131,CA_San.Francisco.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-307295.30689255014,-309895.4698156169,-2600.1629230668186,-77475.75655571025,-54011.486289014756,23464.270266695494,20864.107343628675,-58306.84359534584,55706.68067227902,-2600.1629230668186,496.03488338316816,21360.142227011842
132,CA_San.Francisco.Intl,Market,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-391004.5731570871,-392070.0157371736,-1065.4425800865283,-75324.44414629406,-56213.38439251238,19111.059753781683,18045.617173695147,-65598.01629071802,64532.57371063152,-1065.4425800865138,1.8009244919746735e-15,18045.617173695147
133,CA_San.Jose.Intl,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-487612.39350242616,-487768.3937355306,-156.0002331043361,-88461.66479120363,-65021.240883554005,23440.42390764963,23284.423674545294,-62461.566887774025,62305.566654669696,-156.0002331043288,0.0,23284.423674545294
134,CA_San.Jose.Intl,Hospital,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-259793.3502825291,-259399.66537567572,393.68490685336286,-42863.6269914208,-36808.68124700655,6054.945744414245,6448.630651267607,-25372.873959962748,25766.558866816118,393.68490685336656,4.973532859259013e-15,6448.630651267607
135,CA_San.Jose.Intl,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-367980.8108867139,-365706.1488732745,2274.6620134394034,-67851.90803334497,-46536.07839965991,21315.82963368508,23590.491647124483,-44839.408766755616,47114.07078019504,2274.662013439425,0.0,23590.491647124483
136,CA_San.Jose.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-535766.0509902536,-535710.4554925973,55.59549765614793,-134964.2567731175,-105961.33628111136,29002.920492006117,29058.515989662264,-74715.36206223276,74770.95755988894,55.59549765617703,157.51773828140776,29216.033727943668
137,CA_San.Jose.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-428320.938402129,-427634.7879254188,686.1504767101724,-123696.369632672,-84974.14816735088,38722.22146532111,39408.37194203129,-71550.22730027237,72236.37777698258,686.1504767102015,589.2956723595529,39997.66761439084
138,CA_San.Jose.Intl,Apartment,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-370288.9832994153,-360520.4809339354,9768.502365479944,-80398.16999848478,-51352.67348577119,29045.496512713587,38813.99887819353,-62559.819635736174,72328.32200121606,9768.502365479893,5.568223837743974e-15,38813.99887819353
139,CA_San.Jose.Intl,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-369431.0541992257,-370501.9868972726,-1070.932698046905,-108944.81657225873,-72895.78406788825,36049.03250437049,34978.099806323575,-69016.02674325231,67945.0940452054,-1070.9326980468904,1317.354670060181,36295.45447638376
140,CA_San.Jose.Intl,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-460821.0364250408,-462473.8001254289,-1652.7637003880814,-80881.97429028056,-60599.92571092981,20282.048579350747,18629.284878962662,-58162.966059107246,56510.20235871918,-1652.7637003880664,0.0,18629.284878962662
141,CA_San.Jose.Intl,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-614000.9740484045,-609294.0448245289,4706.929223875632,-205602.42309521785,-164575.47582103868,41026.94727417908,45733.87649805472,-71747.37955761327,76454.30878148899,4706.929223875719,1320.1127810018188,47053.989279056535
142,CA_San.Jose.Intl,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-398540.7931340938,-393254.4119309115,5286.381203182333,-79118.52167640338,-53220.691166116485,25897.830510286884,31184.211713469213,-57994.22124554626,63280.602448728634,5286.381203182376,0.0,31184.211713469213
143,CA_San.Jose.Intl,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-315174.0731819031,-317910.0338681016,-2735.960686198494,-81200.2425156161,-56052.27606085478,25147.966454761317,22412.005768562816,-60818.3116680384,58082.350981839925,-2735.960686198465,791.6315860750118,23203.63735463783
144,CA_San.Jose.Intl,Market,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-394877.9164566167,-395696.31274719664,-818.3962905799273,-76406.27181251263,-57160.70907437155,19245.562738141078,18427.166447561147,-66272.21825335298,65453.821962773116,-818.396290579869,1.8553815910039563e-14,18427.166447561147
145,CA_Sacramento.Metro,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-516496.5846862496,-514548.5662209717,1948.0184652778555,-100324.68442400172,-73191.26755344639,27133.41687055533,29081.435335833183,-68564.79636498724,70512.81483026504,1948.0184652777966,0.0,29081.435335833183
146,CA_Sacramento.Metro,Hospital,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-260597.1036984232,-260111.91127862874,485.1924197943881,-42782.99656766649,-37059.122088732416,5723.8744789340635,6209.066898728453,-25872.774131954702,26357.966551749058,485.1924197943589,-3.922195901395753e-16,6209.066898728453
147,CA_Sacramento.Metro,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-366956.9222091071,-364400.3371384089,2556.5850706982887,-67761.42114879194,-47090.297357934236,20671.12379085769,23227.708861555988,-44436.44599432094,46993.03106501913,2556.5850706981946,0.0,23227.708861555988
148,CA_Sacramento.Metro,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-532045.6085539975,-532657.3312948729,-611.7227408755571,-135309.31821062052,-104977.6651426567,30331.653067963794,29719.930327088237,-74650.00378201713,74038.28104114156,-611.7227408755716,192.5551158059837,29912.48544289422
149,CA_Sacramento.Metro,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-428378.59986961156,-426731.3789804597,1647.2208891519697,-136139.13242226426,-93599.26621117195,42539.8662110923,44187.087100244265,-71229.64929168182,72876.87018083384,1647.2208891520133,678.3614214806457,44865.44852172493
150,CA_Sacramento.Metro,Apartment,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-371826.2542969233,-362341.7235537971,9484.530743126175,-84032.50219173956,-53874.34136631155,30158.160825428015,39642.69156855419,-61334.1495475874,70818.68029071357,9484.530743126175,-1.0252966833044001e-14,39642.69156855419
151,CA_Sacramento.Metro,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-385800.4581855283,-385984.0816773593,-183.6234918310074,-119236.76610671355,-84857.37900172197,34379.387104991576,34195.76361316057,-70294.21240961367,70110.58891778272,-183.62349183094918,1379.0545390531156,35574.81815221369
152,CA_Sacramento.Metro,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-477825.3174400466,-477171.786733201,653.5307068456896,-88660.39284115976,-65303.90929705865,23356.48354410111,24010.014250946802,-64760.75243102932,65414.28313787503,653.5307068456896,0.0,24010.014250946802
153,CA_Sacramento.Metro,School,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-629556.7450883541,-624859.4524715657,4697.292616788413,-202431.67948593735,-159648.91245031427,42782.76703562314,47480.05965241155,-72012.30720285173,76709.59981964028,4697.29261678856,789.5102522619998,48269.56990467355
154,CA_Sacramento.Metro,Hotel,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-400631.275269088,-394191.5843720263,6439.690897061722,-83108.33319335378,-55566.55598435478,27541.777208999,33981.46810606072,-61253.79300338004,67693.48390044177,6439.690897061737,0.0,33981.46810606072
155,CA_Sacramento.Metro,Office,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-329615.34966811753,-332019.37785028823,-2404.028182170703,-88410.93697420364,-60815.03445993697,27595.90251426665,25191.874332095944,-61350.21468212543,58946.186499954776,-2404.028182170667,560.8127282548813,25752.68706035082
156,CA_Sacramento.Metro,Market,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-405258.4248160301,-405293.2917749242,-34.86695889418479,-81457.37774323861,-61186.726596104854,20270.651147133758,20235.784188239573,-70495.44530746338,70460.57834856912,-34.86695889425755,0.0,20235.784188239573
157,CA_San.Diego-Lindbergh.Field.722900_TMY3,Restaurant,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-496728.4500066135,-495326.85139409633,1401.5986125172349,-90633.56417674279,-66065.9902776904,24567.573899052382,25969.172511569614,-67625.55206904352,69027.15068156076,1401.5986125172349,0.0,25969.172511569614
158,CA_San.Diego-Lindbergh.Field.722900_TMY3,Hospital,10,0.12,flat low,2000,500.0,0.05,1.0,0.92,0.5,24,12,-259662.216523186,-259024.28678750645,637.9297356795869,-42487.326783878896,-37061.63426485625,5425.6925190226475,6063.6222547022335,-25077.82781676889,25715.757552448442,637.9297356795432,6.461038099176599e-15,6063.6222547022335
