runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits,irr,npv
11,CA_Alturas.725958_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-305130.90300840983,-304483.7479202773,647.1550881325384,-154800.59122654225,-137923.62962417654,16876.961602365685,17524.116690498224,-11604.428871864751,12251.583959997275,647.1550881325237,0.0,17524.11669049821,0.11091,29005.488999999998
12,CA_Alturas.725958_TMY3,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-412447.44495062967,-411902.6914328126,544.7535178170657,-166173.13566432445,-149571.4253087744,16601.710355550047,17146.463873367116,-11987.47768173323,12532.231199550293,544.7535178170639,0.0,17146.463873367116,0.1069,26623.016
13,CA_Arcata,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-449261.44243122736,-449989.5256190165,-728.0831877890741,-148848.43009221475,-127351.83708491725,21496.59300729752,20768.509819508447,-19873.18837278952,19145.105185000546,-728.0831877889723,0.0,20768.509819508545,0.14439000000000002,49473.177
14,CA_Arcata,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-251968.0816116774,-252076.3669791536,-108.28536747623,-82586.26873920183,-74835.60483809849,7750.663901103341,7642.378533627109,-11662.756718197092,11554.471350720856,-108.28536747623366,0.0,7642.378533627107,-0.01115,-34332.347
15,CA_Arcata,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-353338.44753964397,-351138.9258984095,2199.521641234518,-130659.56180011205,-107201.98267052454,23457.579129587524,25657.100770822042,-12927.659092704323,15127.180733938816,2199.5216412344907,0.0,25657.100770822013,0.19247999999999998,80313.507
16,CA_Arcata,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-435361.2560501222,-433603.3314018355,1757.9246482866586,-240938.4595781375,-222173.10156750487,18765.3580106326,20523.28265891925,-11268.739913453726,13026.664561740403,1757.9246482866806,0.0,20523.28265891928,0.14190999999999998,47926.129
17,CA_Arcata,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-372261.7790527721,-370317.8315548312,1943.947497940855,-215986.1778692041,-188621.61283017558,27364.56503902853,29308.512536969385,-12065.447877141834,14009.395375082659,1943.9474979408265,0.0,29308.51253696936,0.22719,103348.927
18,CA_Arcata,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-315993.1030492557,-313229.5253161204,2763.577733135317,-133063.25119060426,-111314.68498887033,21748.56620173392,24512.143934869237,-10729.564239130435,13493.141972265745,2763.5777331353074,0.0,24512.143934869237,0.18142,73090.394
19,CA_Arcata,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-320278.8002906823,-319457.64692214876,821.1533685334724,-166145.69364453582,-150630.5896855962,15515.10395893958,16336.257327473051,-11579.350642905434,12400.504011438943,821.1533685335089,0.0,16336.257327473091,0.09822,21511.718999999997
20,CA_Arcata,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-428378.5508889911,-430219.41100571305,-1840.8601167219456,-140697.4539762307,-119616.02182139088,21081.43215483986,19240.57203811792,-23458.053858053707,21617.193741331776,-1840.8601167219315,0.0,19240.572038117927,0.12880999999999998,39833.977
21,CA_Arcata,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-416566.29049908643,-414840.0595748668,1726.2309242195913,-280782.82621017523,-260368.08607690505,20414.740133270185,22140.971057489776,-11194.637431368823,12920.868355588434,1726.2309242196116,0.0,22140.971057489798,0.15813,58131.532999999996
22,CA_Arcata,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-364339.8207261929,-362177.9125175888,2161.908208604087,-145897.96657047025,-121058.23720930345,24839.72936116678,27001.637569770868,-13264.733446135571,15426.641654739678,2161.9082086041108,0.0,27001.637569770894,0.20536,88795.698
23,CA_Arcata,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-284110.67169920827,-283810.75691680645,299.9147824018146,-134905.27647030214,-122289.36233884805,12615.914131454105,12915.828913855921,-11660.274987483232,11960.189769885075,299.9147824018419,0.0,12915.828913855947,0.059879999999999996,-66.51100000000001
24,CA_Arcata,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-381717.3191604245,-381458.9256869413,258.3934734832146,-147783.72322394862,-131913.08356022634,15870.63966372228,16129.033137205493,-12092.95923871172,12351.352712195005,258.3934734832856,0.0,16129.033137205564,0.09598,20204.418
25,CA_Bakersfield-Meadows.Field.723840_TMY3,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-504853.0364967853,-502983.55896441784,1869.477532367513,-188636.5406671248,-165904.79009392177,22731.750573203022,24601.228105570543,-13743.822308633753,15613.299841001191,1869.4775323674382,0.0,24601.228105570463,0.18228,73652.393
26,CA_Bakersfield-Meadows.Field.723840_TMY3,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-246371.3360656143,-246295.72328565372,75.61277996056016,-81512.17303419425,-73134.61814976763,8377.554884426616,8453.167664387176,-11633.119684482097,11708.732464442672,75.61277996057287,0.0,8453.167664387189,0.002,-28722.621
27,CA_Bakersfield-Meadows.Field.723840_TMY3,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-327228.6788342289,-325020.29200244416,2208.3868317847373,-119021.36272571936,-96481.33056885346,22540.032156865884,24748.41898865062,-12791.863509348106,15000.250341132893,2208.3868317847864,0.0,24748.418988650683,0.18370999999999998,74580.967
28,CA_Bakersfield-Meadows.Field.723840_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-518098.4060754562,-517037.3468609836,1061.059214472596,-258407.9685612423,-236508.22763061762,21899.74093062472,22960.80014509731,-11792.788583136089,12853.847797608729,1061.059214472638,0.0,22960.800145097357,0.16624,63303.53400000001
29,CA_Bakersfield-Meadows.Field.723840_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-416369.56458706135,-414241.652747121,2127.911839940236,-253788.65982147696,-226923.07551226343,26865.584309213507,28993.496149153736,-11269.148822580537,13397.060662520715,2127.9118399401814,0.0,28993.49614915368,0.22421999999999997,101361.604
30,CA_Bakersfield-Meadows.Field.723840_TMY3,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-350124.035386028,-347360.9745768688,2763.060809159244,-150433.93947302902,-130025.42835655295,20408.511116476082,23171.57192563532,-10729.564239130435,13492.625048289634,2763.0608091592003,0.0,23171.571925635282,0.16832,64633.21599999999
31,CA_Bakersfield-Meadows.Field.723840_TMY3,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-381295.8942607319,-379305.31225836405,1990.582002367766,-229061.69276408732,-211042.6106705872,18019.082093500183,20009.66409586795,-10858.081843855936,12848.66384622375,1990.5820023678127,0.0,20009.664095868,0.13669,44685.897000000004
32,CA_Bakersfield-Meadows.Field.723840_TMY3,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-464307.1444338429,-463042.3844193482,1264.76001449459,-169047.49883688212,-148398.55075790008,20648.94807898204,21913.708093476627,-15412.07625023985,16676.83626473445,1264.760014494601,0.0,21913.70809347664,0.15587,56697.81400000001
33,CA_Bakersfield-Meadows.Field.723840_TMY3,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-658853.2464909905,-656711.0648310465,2142.1816599440062,-391422.40834581904,-366625.16906751436,24797.23927830468,26939.420938248688,-10829.05939561815,12971.241055562035,2142.181659943888,0.0,26939.420938248568,0.20477,88403.196
34,CA_Bakersfield-Meadows.Field.723840_TMY3,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-377598.80452456477,-375165.2734133064,2433.531111258373,-151362.88409263437,-129027.67492542873,22335.209167205656,24768.740278464044,-11597.349319680747,14030.880430939109,2433.531111258362,0.0,24768.740278464014,0.1839,74709.166
35,CA_Bakersfield-Meadows.Field.723840_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-323762.62945619033,-322360.58856352017,1402.0408926701639,-169347.2490846134,-152015.72550856648,17331.523576046922,18733.564468717086,-11242.09666199965,12644.137554669816,1402.0408926701655,0.0,18733.564468717086,0.12357,36635.45200000001
36,CA_Bakersfield-Meadows.Field.723840_TMY3,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-387398.0880969804,-386108.40313167975,1289.6849653006648,-153104.8763101109,-140075.00515387507,13029.871156235835,14319.5561215365,-11551.364485618256,12841.049450919008,1289.684965300754,0.0,14319.556121536592,0.07597999999999999,8789.09
37,CA_Barstow.Daggett,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-525116.9406369933,-523497.08475188026,1619.8558851130076,-194456.66210966426,-171702.76458445034,22753.89752521389,24373.7534103269,-13858.46973223256,15478.325617345557,1619.8558851129965,0.0,24373.753410326888,0.18007,72217.339
38,CA_Barstow.Daggett,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-247794.10046292664,-247456.8762132173,337.2242497093393,-82944.13972276963,-74289.81122915128,8654.328493618348,8991.552743327687,-11630.888653403392,11968.112903112764,337.22424970937215,0.0,8991.55274332772,0.01003,-25119.76
39,CA_Barstow.Daggett,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-321550.7940958212,-319286.6110983751,2264.1829974460998,-117386.3114305098,-95119.50356671755,22266.807863792244,24530.990861238344,-12469.350178561925,14733.5331760081,2264.182997446178,0.0,24530.990861238424,0.1816,73209.292
40,CA_Barstow.Daggett,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-507480.4680640833,-506421.25393956545,1059.214124517748,-248090.35900782852,-227168.3466436457,20922.012364182738,21981.22648870049,-11736.05492038,12795.269044897716,1059.2141245177154,0.0,21981.226488700453,0.15654,57123.763
41,CA_Barstow.Daggett,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-428681.04986257077,-426781.32395670115,1899.7259058696216,-262403.9814496575,-235826.5871162341,26577.394333423457,28477.120239293086,-11197.757697802965,13097.483603672576,1899.7259058696127,0.0,28477.120239293086,0.21936,98103.978
42,CA_Barstow.Daggett,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-342046.06575389183,-339284.85579252173,2761.2099613701566,-143996.27435486106,-124042.15929392428,19954.115060936776,22715.325022306934,-10729.564239130435,13490.774200500608,2761.209961370174,0.0,22715.325022306948,0.16382,61754.921
43,CA_Barstow.Daggett,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-401245.4470271512,-399534.3188428013,1711.1281843499744,-242388.4684499521,-223870.8764009093,18517.592049042843,20228.72023339281,-10932.954811780935,12644.082996130906,1711.1281843499692,0.0,20228.720233392807,0.13892000000000002,46067.842000000004
44,CA_Barstow.Daggett,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-478921.1010597941,-477978.3130525318,942.7880072622792,-172342.1112034801,-152557.17423927944,19784.936964200664,20727.724971462943,-15816.050855071004,16758.838862333385,942.7880072623813,0.0,20727.724971463045,0.14398,49215.881
45,CA_Barstow.Daggett,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-626813.60614062,-625002.6528461579,1810.9532944620587,-354642.1977925572,-332254.4838741006,22387.713918456568,24198.667212918637,-10951.262158296782,12762.215452758706,1810.953294461924,0.0,24198.667212918506,0.17837,71112.784
46,CA_Barstow.Daggett,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-374053.7998623568,-371643.930091284,2409.8697710726988,-148894.61106429074,-125706.96252660852,23187.648537682242,25597.518308754938,-11663.092112455131,14072.961883527854,2409.869771072721,0.0,25597.51830875496,0.19191,79937.62400000001
47,CA_Barstow.Daggett,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-336693.4233999722,-335428.1216818785,1265.301718093746,-175648.77061118765,-157757.0081947371,17891.76241645054,19157.064134544285,-11296.734589125594,12562.036307219298,1265.3017180937022,0.0,19157.064134544242,0.12795,39307.156
48,CA_Barstow.Daggett,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-402936.88098922523,-401818.81841446407,1118.06257476093,-162010.09966210168,-148047.3754038667,13962.724258234983,15080.786832995915,-11604.857674897889,12722.9202496587,1118.0625747608135,0.0,15080.7868329958,0.08449,13591.415
49,CA_Beale.AFB.724837_TMY3,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-499842.8758078602,-498477.56586742454,1365.3099404356324,-186656.13999593625,-163801.71813806833,22854.421857867856,24219.731798303485,-14950.88648116071,16316.196421596323,1365.3099404356126,0.0,24219.731798303463,0.17857,71245.673
50,CA_Beale.AFB.724837_TMY3,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-247107.9811920993,-246967.3176331177,140.6635589816433,-82048.4850228994,-73612.51011079075,8435.97491210865,8576.638471090293,-11627.638499201723,11768.302058183379,140.6635589816542,0.0,8576.638471090304,0.00388,-27889.947
51,CA_Beale.AFB.724837_TMY3,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-340210.1086818748,-337948.96192671784,2261.146755156981,-125996.25318565845,-103569.8419156806,22426.41126997784,24687.55802513483,-12653.1813963127,14914.328151469617,2261.1467551569185,0.0,24687.558025134767,0.18312,74197.017
52,CA_Beale.AFB.724837_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-509257.6772121156,-507979.21836601075,1278.458846104797,-257192.29099952691,-236592.7832226916,20599.50777683541,21877.966622940206,-11685.165299971786,12963.624146076574,1278.458846104786,0.0,21877.9666229402,0.15550999999999998,56472.334
53,CA_Beale.AFB.724837_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-414773.3594713549,-413002.6730104272,1770.686460927653,-253522.82119372266,-226317.02981920354,27205.79137451912,28976.477835446767,-11740.308355556585,13510.99481648422,1770.6864609276379,0.0,28976.477835446756,0.22405999999999998,101254.242
54,CA_Beale.AFB.724837_TMY3,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-348732.6263037448,-345969.9666751891,2762.659628555761,-149896.58322387355,-129622.64205030074,20273.941173572777,23036.60080212853,-10729.564239130435,13492.223867686167,2762.659628555733,0.0,23036.600802128512,0.16699,63781.733
55,CA_Beale.AFB.724837_TMY3,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-372483.4934393172,-370755.7152349512,1727.7782043659827,-222358.95856545828,-202635.2263392747,19723.73222618361,21451.51043054959,-11004.073678532519,12731.851882898523,1727.7782043660047,0.0,21451.510430549613,0.15125,53781.977999999996
56,CA_Beale.AFB.724837_TMY3,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-460080.4435228817,-459831.3684183351,249.07510454655858,-164680.53673307138,-144465.55082652633,20214.985906545044,20464.0610110916,-17965.30091653656,18214.376021083124,249.07510454656585,0.0,20464.06101109161,0.14131,47552.52099999999
57,CA_Beale.AFB.724837_TMY3,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-627633.1129460188,-625677.2877176049,1955.825228413916,-385864.786812162,-359382.83909544116,26481.947716720868,28437.772945134784,-10853.29201443168,12809.117242845547,1955.8252284138669,0.0,28437.772945134733,0.21898,97855.75
58,CA_Beale.AFB.724837_TMY3,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-377756.0284625489,-375383.0755463851,2372.95291616366,-152303.68463918634,-129310.84754229945,22992.837096886913,25365.790013050566,-11860.908510224617,14233.861426388336,2372.95291616372,0.0,25365.79001305063,0.18968,78475.735
59,CA_Beale.AFB.724837_TMY3,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-317895.2273000505,-317079.4335339321,815.7937661183532,-163939.21977370494,-146270.71293435173,17668.506839353213,18484.300605471566,-11499.792789089737,12315.586555208063,815.7937661183278,0.0,18484.30060547154,0.12097999999999999,35062.937999999995
60,CA_Beale.AFB.724837_TMY3,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-388476.37120192975,-387286.24782874406,1190.123373185692,-154027.1939144948,-141150.1512922769,12877.042622217909,14067.1659954036,-11662.32990582662,12852.453279012298,1190.123373185677,0.0,14067.165995403586,0.07313,7196.853
61,CA_Bishop,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-504616.9042068457,-503432.529322692,1184.3748841537165,-184882.51106047,-162126.15855707476,22756.35250339517,23940.72738754889,-15428.826441919009,16613.201326072707,1184.3748841536944,0.0,23940.727387548868,0.17585,69485.536
62,CA_Bishop,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-254221.90521521863,-253941.068281249,280.83693396966555,-86501.15947886325,-77336.05135073156,9165.108128131687,9445.945062101353,-11643.642378671362,11924.479312641048,280.8369339696856,0.0,9445.945062101373,0.01647,-22129.992
63,CA_Bishop,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-338850.03680123354,-336626.76279503125,2223.274006202235,-124923.22805787233,-101809.15091470405,23114.07714316828,25337.35114937052,-12714.70946749637,14937.983473698667,2223.2740062023004,0.0,25337.35114937058,0.1894,78296.32400000001
64,CA_Bishop,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-486083.6676814926,-485121.6097183909,962.0579631017754,-244356.1348412269,-224569.77926161708,19786.355579609837,20748.413542711613,-11678.866715427645,12640.924678529424,962.0579631017807,0.0,20748.41354271162,0.14418,49346.397
65,CA_Bishop,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-422991.82533400325,-421033.66619524494,1958.1591387583758,-264319.6478984028,-233003.4805914389,31316.16730696382,33274.3264457222,-11639.889307586853,13598.04844634526,1958.1591387584085,0.0,33274.326445722225,0.26409,128367.795
66,CA_Bishop,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-352369.067968025,-349605.7577417653,2763.3102262596367,-150344.11960556585,-130037.60201264256,20306.517592923283,23069.82781918292,-10729.564239130435,13492.87446539007,2763.3102262596367,0.0,23069.82781918292,0.16731,63991.35
67,CA_Bishop,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-374020.2993477505,-372469.86534038826,1550.4340073622295,-222241.70786024322,-202707.41571121765,19534.29214902551,21084.72615638774,-11039.996943162405,12590.430950524593,1550.4340073621881,0.0,21084.726156387696,0.14757,51468.07
68,CA_Bishop,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-464018.00180049427,-463697.05560465524,320.94619583914755,-163420.4923672889,-143281.4561658371,20139.036201451818,20459.982397290965,-17783.521442695113,18104.467638534235,320.94619583912214,0.0,20459.98239729094,0.14127,47526.791
69,CA_Bishop,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-586533.3588211343,-584723.8751588229,1809.4836623114527,-353897.52772411867,-329728.13926016045,24169.388463958217,25978.872126269678,-10960.065260426225,12769.548922737715,1809.483662311492,0.0,25978.872126269718,0.19558,82343.445
70,CA_Bishop,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-378230.1369589253,-375866.4314795367,2363.705479388649,-150095.64326333292,-125989.77049999582,24105.87276333709,26469.57824272575,-11913.73807904163,14277.443558430276,2363.705479388645,0.0,26469.578242725747,0.20028,85439.13
71,CA_Bishop,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-322670.0196389471,-321831.7500718859,838.2695670612156,-164205.40121643833,-146907.69939765328,17297.701818785048,18135.971385846264,-11394.975277385049,12233.244844446284,838.2695670612338,0.0,18135.97138584628,0.11735,32865.456
72,CA_Bishop,Market,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-422755.7013522802,-422025.60608428787,730.0952679923503,-168581.34702810395,-153296.15913672524,15285.187891378708,16015.283159371058,-11782.15568954402,12512.250957536377,730.0952679923572,0.0,16015.283159371065,0.09474,19486.811
73,CA_Blue.Canyon,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-471793.1834998495,-471754.2542389175,38.9292609320255,-166002.79376772902,-143633.89430465017,22368.899463078847,22407.82872401088,-17531.360747612125,17570.290008544147,38.92926093202186,0.0,22407.828724010873,0.16078,59815.04
74,CA_Blue.Canyon,Hospital,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-250478.8150634996,-249925.5595225348,553.2555409648048,-85222.71914741963,-77350.63828310769,7872.080864311923,8425.336405276728,-11598.828439459561,12152.083980424397,553.2555409648377,0.0,8425.336405276761,0.00157,-28912.056
75,CA_Blue.Canyon,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-338323.8293521689,-336104.99820543925,2218.8311467296444,-126314.79621136618,-102889.83774018174,23424.95847118444,25643.78961791408,-12832.472483090183,15051.303629819866,2218.8311467296808,0.0,25643.78961791412,0.19236,80229.532
76,CA_Blue.Canyon,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-464285.4163956089,-463379.7194601082,905.6969355005424,-235550.72549580515,-217248.6987030586,18302.02679274656,19207.723728247103,-11757.334797745383,12663.031733245994,905.6969355006096,0.0,19207.72372824717,0.12847999999999998,39626.749
77,CA_Blue.Canyon,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-396196.90434019634,-394409.73812413454,1787.1662160617416,-250567.9330983345,-220538.82380552907,30029.109292805453,31816.275508867202,-11778.41459372059,13565.580809782376,1787.1662160617852,0.0,31816.275508867242,0.2506,119169.48599999999
78,CA_Blue.Canyon,Apartment,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-325202.9139844088,-322439.6262559912,2763.2877284175484,-139451.3904088349,-119454.33581503342,19997.054593801484,22760.342322219032,-10729.564239130435,13492.851967547987,2763.287728417554,0.0,22760.342322219043,0.16426,62038.919
79,CA_Blue.Canyon,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-335329.9149641015,-334590.71229902405,739.2026650774643,-181588.54958913013,-166796.2668948402,14792.282694289926,15531.48535936739,-11521.299249928246,12260.501915005725,739.2026650774768,0.0,15531.485359367405,0.08946,16434.707
80,CA_Blue.Canyon,Restaurant,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-439620.77800402226,-440461.0005518281,-840.2225478058099,-150944.12473846928,-130608.00738776846,20336.117350700835,19495.894802895025,-20230.356042441843,19390.133494636066,-840.2225478057808,0.0,19495.894802895047,0.13144,41444.715
81,CA_Blue.Canyon,School,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-488514.5273258218,-487377.8212550747,1136.706070747052,-291152.4106798977,-275562.9442279395,15589.466451958233,16726.17252270528,-11260.203167364374,12396.909238111433,1136.706070747057,0.0,16726.172522705292,0.10242000000000001,23971.551
82,CA_Blue.Canyon,Hotel,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-357777.9676664595,-355514.11254252685,2263.85512393259,-143037.69547319144,-118665.55326748366,24372.142205707787,26635.997329640377,-12648.1839594108,14912.039083343388,2263.8551239325825,0.0,26635.99732964037,0.20187,86489.007
83,CA_Blue.Canyon,Office,20,0.0,None,300,150.0,0.05,1.0,0.92,0.5,24,12,-301538.3348611129,-300947.8224132782,590.5124478347134,-148705.7963831285,-135651.85739041193,13053.938992716605,13644.451440551318,-11648.680385203106,12239.19283303786,590.5124478347533,0.0,13644.451440551358,0.06831,4530.101
