runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits,irr,npv,$/kW,$/kWh
97,CA_San.Francisco.Intl,Office,20,0.12,Low flat,300,150,0.05,1,0.92,0.5,24,12,-513932.8354,-512323.3977,1609.437708,-269855.3521,-247946.064,21909.28811,23518.72582,-11311.78643,12921.22414,1609.437708,0,23518.72582,0.17172,66823.283,,
98,CA_San.Francisco.Intl,Office,20,0.12,Low flat,400,200,0.05,1,0.92,0.5,24,12,-513932.8354,-512022.8514,1909.983998,-269855.3521,-245068.1245,24787.22757,26697.21157,-15142.40372,17052.38772,1909.983998,-5.88E-15,26697.21157,0.13683,59692.603,,
99,CA_San.Francisco.Intl,Office,20,0.12,Low flat,500,250,0.05,1,0.92,0.5,24,12,-513932.8354,-511907.8754,2024.959988,-269855.3521,-242476.0534,27379.29866,29404.25864,-19211.52274,21236.48272,2024.959988,113.2319214,29517.49057,0.11288,50302.129,,
100,CA_San.Francisco.Intl,Office,20,0.12,Low flat,600,300,0.05,1,0.92,0.5,24,12,-513932.8354,-511816.7215,2116.113912,-269855.3521,-240039.4156,29815.9365,31932.05041,-23149.81425,25265.92816,2116.113912,183.3887214,32115.43913,0.0952,39509.053,,
101,CA_San.Francisco.Intl,Office,20,0.12,Low flat,700,350,0.05,1,0.92,0.5,24,12,-513932.8354,-511752.3425,2180.492893,-269855.3521,-237687.8721,32167.48003,34347.97293,-27068.24816,29248.74106,2180.492893,253.5455524,34601.51848,0.08169,28010.235,,
102,CA_San.Francisco.Intl,Office,20,0.12,Low flat,800,400,0.05,1,0.92,0.5,24,12,-513932.8354,-511703.8821,2228.953255,-269855.3521,-235431.3767,34423.97544,36652.9287,-30993.73385,33222.68711,2228.953255,323.7023214,36976.63102,0.07084,15811.368,,
103,CA_San.Francisco.Intl,Office,20,0.12,Low flat,900,450,0.05,1,0.92,0.5,24,12,-513932.8354,-511675.1818,2257.653611,-269855.3521,-233189.5952,36665.75693,38923.41054,-34920.26033,37177.91394,2257.653611,393.8591214,39317.26966,0.06209,3395.018,,
104,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1000,500,0.05,1,0.92,0.5,24,12,-513932.8354,-511670.4541,2262.381296,-269855.3521,-230991.5822,38863.76986,41126.15116,-38867.20933,41129.59062,2262.381296,464.0159608,41590.16712,0.05472,-9448.686,,
105,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1200,600,0.05,1,0.92,0.5,24,12,-513932.8354,-511714.6123,2218.223077,-269855.3521,-226636.6002,43218.75192,45436.975,-46783.84711,49002.07019,2218.223077,625.2531767,46062.22817,0.04317,-35601.255,,
106,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1500,750,0.05,1,0.92,0.5,24,12,-513932.8354,-511950.1171,1982.718245,-269855.3521,-220165.9946,49689.35755,51672.07579,-58353.69066,60336.40891,1982.718245,857.0836659,52529.15946,0.03059,-76463.055,,
107,CA_San.Francisco.Intl,Office,20,0.12,Low flat,2000,1000,0.05,1,0.92,0.5,24,12,-513932.8354,-513013.4552,919.3802142,-269855.3521,-209705.8774,60149.47467,61068.85488,-74959.92752,75879.30773,919.3802142,1036.651418,62105.5063,0.01466,-153214.328,,
108,CA_San.Francisco.Intl,Office,20,0.10531,Retail,100,25,0.05,1,0.92,0.5,24,12,-513932.8354,-513059.582,873.2533437,-269855.3521,-263855.3521,6000,6873.253344,-3665.870177,4539.123521,873.2533437,0,6873.253344,0.14288,16178.256,,
109,CA_San.Francisco.Intl,Office,20,0.10531,Retail,200,50,0.05,1,0.92,0.5,24,12,-513932.8354,-512376.4604,1556.374995,-269855.3521,-257855.3521,12000,13556.37499,-7463.476289,9019.851284,1556.374995,0,13556.37499,0.14,31157.042,,
110,CA_San.Francisco.Intl,Office,20,0.10531,Retail,300,75,0.05,1,0.92,0.5,24,12,-513932.8354,-512079.5693,1853.26608,-269855.3521,-252038.2519,17817.1002,19670.36628,-11280.59014,13133.85622,1853.26608,0,19670.36628,0.13323,42545.392,,
111,CA_San.Francisco.Intl,Office,20,0.10531,Retail,400,100,0.05,1,0.92,0.5,24,12,-513932.8354,-511983.7173,1949.118044,-269855.3521,-247391.9217,22463.43045,24412.5485,-15141.15639,17090.27443,1949.118044,0,24412.5485,0.11916,45279.501,,
112,CA_San.Francisco.Intl,Office,20,0.10531,Retail,500,125,0.05,1,0.92,0.5,24,12,-513932.8354,-511823.4558,2109.379527,-269855.3521,-243891.7982,25963.55387,28072.93339,-19002.81508,21112.19461,2109.379527,0,28072.93339,0.10367,41188.946,,
113,CA_San.Francisco.Intl,Office,20,0.10531,Retail,600,150,0.05,1,0.92,0.5,24,12,-513932.8354,-511674.6489,2258.186451,-269855.3521,-240765.5879,29089.76425,31347.9507,-22881.78202,25139.96848,2258.186451,0,31347.9507,0.09102,34667.249,,
114,CA_San.Francisco.Intl,Office,20,0.10531,Retail,700,175,0.05,1,0.92,0.5,24,12,-513932.8354,-511558.4862,2374.349184,-269855.3521,-237983.8516,31871.50047,34245.84966,-26761.56363,29135.91281,2374.349184,0,34245.84966,0.07999,25766.451,,
115,CA_San.Francisco.Intl,Office,20,0.10531,Retail,800,200,0.05,1,0.92,0.5,24,12,-513932.8354,-511472.7823,2460.053098,-269855.3521,-235431.3767,34423.97544,36884.02854,-30637.42282,33097.47592,2460.053098,0,36884.02854,0.07045,15227.173,,
116,CA_San.Francisco.Intl,Office,20,0.10531,Retail,900,225,0.05,1,0.92,0.5,24,12,-513932.8354,-511400.1744,2532.661009,-269855.3521,-233189.5952,36665.75693,39198.41794,-34517.86067,37050.52168,2532.661009,0,39198.41794,0.06163,2645.226,,
117,CA_San.Francisco.Intl,Office,20,0.10531,Retail,1000,250,0.05,1,0.92,0.5,24,12,-513932.8354,-511345.4089,2587.426435,-269855.3521,-230991.5822,38863.76986,41451.1963,-38413.18156,41000.60799,2587.426435,4.05E-14,41451.1963,0.05422,-10325.402,,
118,CA_San.Francisco.Intl,Office,20,0.10531,Retail,1200,300,0.05,1,0.92,0.5,24,12,-513932.8354,-511546.0377,2386.797659,-269855.3521,-226636.6002,43218.75192,45605.54958,-46210.03161,48596.82927,2386.797659,250.5632415,45856.11282,0.04254,-36901.561,,
119,CA_San.Francisco.Intl,Office,20,0.10531,Retail,1500,375,0.05,1,0.92,0.5,24,12,-513932.8354,-512488.011,1444.824334,-269855.3521,-220165.9946,49689.35755,51134.18188,-57974.68683,59419.51116,1444.824334,1148.846321,52283.0282,0.02996,-78028.316,,
120,CA_San.Francisco.Intl,Office,20,0.10531,Retail,2000,500,0.05,1,0.92,0.5,24,12,-513932.8354,-519954.2854,-6021.450024,-269855.3521,-209705.8774,60149.47467,54128.02464,-77413.98935,71392.53933,-6021.450024,8229.229287,62357.25393,0.01518,-151565.62,,
121,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,100,25,0.05,1,0.92,0.5,24,12,-513932.8354,-513059.582,873.2533437,-269855.3521,-263855.3521,6000,6873.253344,-3665.870177,4539.123521,873.2533437,0,6873.253344,0.14288,16178.256,,
122,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,200,50,0.05,1,0.92,0.5,24,12,-513932.8354,-512376.4611,1556.374288,-269855.3521,-257855.3521,12000,13556.37429,-7463.468645,9019.842934,1556.374288,0,13556.37429,0.14,31157.037,,
123,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,300,75,0.05,1,0.92,0.5,24,12,-513932.8354,-512079.5678,1853.267558,-269855.3521,-252038.2519,17817.1002,19670.36776,-11280.60613,13133.87369,1853.267558,0,19670.36776,0.13323,42545.401,,
124,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,400,100,0.05,1,0.92,0.5,24,12,-513932.8354,-511983.7173,1949.118044,-269855.3521,-247391.9217,22463.43045,24412.5485,-15141.15639,17090.27443,1949.118044,0,24412.5485,0.11916,45279.501,,
125,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,500,125,0.05,1,0.92,0.5,24,12,-513932.8354,-511823.4558,2109.379527,-269855.3521,-243891.7982,25963.55387,28072.93339,-19002.81508,21112.19461,2109.379527,0,28072.93339,0.10367,41188.946,,
126,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,600,150,0.05,1,0.92,0.5,24,12,-513932.8354,-511674.6489,2258.186451,-269855.3521,-240765.5879,29089.76425,31347.9507,-22881.78202,25139.96848,2258.186451,0,31347.9507,0.09102,34667.249,,
127,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,700,175,0.05,1,0.92,0.5,24,12,-513932.8354,-511558.4862,2374.349184,-269855.3521,-237983.8516,31871.50047,34245.84966,-26761.56363,29135.91281,2374.349184,0,34245.84966,0.07999,25766.451,,
128,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,800,200,0.05,1,0.92,0.5,24,12,-513932.8354,-511472.7823,2460.053098,-269855.3521,-235431.3767,34423.97544,36884.02854,-30637.42282,33097.47592,2460.053098,0,36884.02854,0.07045,15227.173,,
129,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,900,225,0.05,1,0.92,0.5,24,12,-513932.8354,-511400.1744,2532.661009,-269855.3521,-233189.5952,36665.75693,39198.41794,-34517.86067,37050.52168,2532.661009,0,39198.41794,0.06163,2645.226,,
130,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,1000,250,0.05,1,0.92,0.5,24,12,-513932.8354,-511354.404,2578.431324,-269855.3521,-230991.5822,38863.76986,41442.20119,-38419.28608,40997.7174,2578.431324,4.296302159,41446.49749,0.05421,-10355.046,,
131,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,1200,300,0.05,1,0.92,0.5,24,12,-513932.8354,-511305.9206,2626.914813,-269855.3521,-226636.6002,43218.75192,45845.66673,-46210.03161,48836.94642,2626.914813,15.52610016,45861.19283,0.04256,-36869.513,,
132,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,1500,375,0.05,1,0.92,0.5,24,12,-513932.8354,-511403.7884,2529.046949,-269855.3521,-220165.9946,49689.35755,52218.4045,-57680.10969,60209.15664,2529.046949,32.92358088,52251.32808,0.02987,-78229.912,,
133,CA_San.Francisco.Intl,Office,20,0.032141,LMPs,2000,500,0.05,1,0.92,0.5,24,12,-513932.8354,-512311.7587,1621.076663,-269855.3521,-209705.8774,60149.47467,61770.55133,-74365.31717,75986.39383,1621.076663,103.2833321,61873.83466,0.01417,-154731.557,,
134,CA_San.Francisco.Intl,Office,20,0.12,Low flat,100,25,0.05,1,0.92,0.5,24,12,-513932.8354,-513059.582,873.2533437,-269855.3521,-263855.3521,6000,6873.253344,-3665.870177,4539.123521,873.2533437,0,6873.253344,0.14288,16178.256,,
135,CA_San.Francisco.Intl,Office,20,0.12,Low flat,200,50,0.05,1,0.92,0.5,24,12,-513932.8354,-512376.4604,1556.374995,-269855.3521,-257855.3521,12000,13556.37499,-7463.476289,9019.851284,1556.374995,0,13556.37499,0.14,31157.042,,
136,CA_San.Francisco.Intl,Office,20,0.12,Low flat,300,75,0.05,1,0.92,0.5,24,12,-513932.8354,-512079.5693,1853.26608,-269855.3521,-252038.2519,17817.1002,19670.36628,-11280.59014,13133.85622,1853.26608,0,19670.36628,0.13323,42545.392,,
137,CA_San.Francisco.Intl,Office,20,0.12,Low flat,400,100,0.05,1,0.92,0.5,24,12,-513932.8354,-511983.7173,1949.118044,-269855.3521,-247391.9217,22463.43045,24412.5485,-15141.15639,17090.27443,1949.118044,0,24412.5485,0.11916,45279.501,,
138,CA_San.Francisco.Intl,Office,20,0.12,Low flat,500,125,0.05,1,0.92,0.5,24,12,-513932.8354,-511823.4558,2109.379527,-269855.3521,-243891.7982,25963.55387,28072.93339,-19002.81508,21112.19461,2109.379527,0,28072.93339,0.10367,41188.946,,
139,CA_San.Francisco.Intl,Office,20,0.12,Low flat,600,150,0.05,1,0.92,0.5,24,12,-513932.8354,-511674.6489,2258.186451,-269855.3521,-240765.5879,29089.76425,31347.9507,-22881.78202,25139.96848,2258.186451,0,31347.9507,0.09102,34667.249,,
140,CA_San.Francisco.Intl,Office,20,0.12,Low flat,700,175,0.05,1,0.92,0.5,24,12,-513932.8354,-511558.4862,2374.349184,-269855.3521,-237983.8516,31871.50047,34245.84966,-26761.56363,29135.91281,2374.349184,-3.28E-16,34245.84966,0.07999,25766.451,,
141,CA_San.Francisco.Intl,Office,20,0.12,Low flat,800,200,0.05,1,0.92,0.5,24,12,-513932.8354,-511472.7823,2460.053098,-269855.3521,-235431.3767,34423.97544,36884.02854,-30637.42282,33097.47592,2460.053098,-7.84E-16,36884.02854,0.07045,15227.173,,
142,CA_San.Francisco.Intl,Office,20,0.12,Low flat,900,225,0.05,1,0.92,0.5,24,12,-513932.8354,-511400.1744,2532.660981,-269855.3521,-233189.5952,36665.75693,39198.41791,-34517.86074,37050.52172,2532.660981,3.20E-05,39198.41794,0.06163,2645.226,,
143,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1000,250,0.05,1,0.92,0.5,24,12,-513932.8354,-511345.4089,2587.426418,-269855.3521,-230991.5822,38863.76986,41451.19628,-38413.18159,41000.60801,2587.426418,2.02E-05,41451.1963,0.05422,-10325.402,,
144,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1200,300,0.05,1,0.92,0.5,24,12,-513932.8354,-511295.4745,2637.360901,-269855.3521,-226636.6002,43218.75192,45856.11282,-46210.03161,48847.39251,2637.360901,3.41E-13,45856.11282,0.04254,-36901.561,,
145,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1500,375,0.05,1,0.92,0.5,24,12,-513932.8354,-511411.17,2521.665334,-269855.3521,-220165.9946,49689.35755,52211.02288,-57680.10973,60201.77507,2521.665334,33.58278231,52244.60567,0.02986,-78272.663,,
146,CA_San.Francisco.Intl,Office,20,0.12,Low flat,2000,500,0.05,1,0.92,0.5,24,12,-513932.8354,-512617.6148,1315.220572,-269855.3521,-209705.8774,60149.47467,61464.69524,-74365.31728,75680.53785,1315.220572,418.8765818,61883.57182,0.01419,-154667.788,,
147,CA_San.Francisco.Intl,Office,10,0.10531,Retail,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
148,CA_San.Francisco.Intl,Office,10,0.10531,Retail,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,,
149,CA_San.Francisco.Intl,Office,10,0.10531,Retail,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,,
150,CA_San.Francisco.Intl,Office,10,0.10531,Retail,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,0,14633.63132,0.03652,-16412.107,,
151,CA_San.Francisco.Intl,Office,10,0.10531,Retail,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511777.5433,2155.292066,-134927.6761,-120914.3654,14013.31069,16168.60276,-20010.60975,22165.90182,2155.292066,6.588114898,16175.19087,0.02003,-34071.932,,
152,CA_San.Francisco.Intl,Office,10,0.10531,Retail,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511743.6928,2189.142569,-134927.6761,-119640.9822,15286.69388,17475.83645,-24107.11902,26296.26159,2189.142569,103.7732775,17579.60973,0.00708,-52918.309,,
153,CA_San.Francisco.Intl,Office,10,0.10531,Retail,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511731.1627,2201.672694,-134927.6761,-118426.6226,16501.05344,18702.72613,-28181.89547,30383.56816,2201.672694,201.7234619,18904.44959,-0.00353,-72620.754,,
154,CA_San.Francisco.Intl,Office,10,0.10531,Retail,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511928.2427,2004.592678,-134927.6761,-117243.4217,17684.25439,19688.84707,-32271.07462,34275.66729,2004.592678,488.4570713,20177.30414,-0.01247,-93000.087,,
155,CA_San.Francisco.Intl,Office,10,0.10531,Retail,900,450,0,1,0.92,0.5,24,12,-513932.8354,-513214.9153,717.9200621,-134927.6761,-116071.3398,18856.33627,19574.25633,-36363.85432,37081.77438,717.9200621,1841.972124,21416.22846,-0.02015,-113942.132,,
156,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-514637.2166,-704.3812189,-134927.6761,-114922.0689,20005.60715,19301.22594,-40469.74328,39765.36207,-704.3812189,3308.433959,22609.65989,-0.02696,-135540.025,,
157,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1200,600,0,1,0.92,0.5,24,12,-513932.8354,-516847.1593,-2914.323954,-134927.6761,-112635.9668,22291.70929,19377.38534,-48658.74551,45744.42155,-2914.323954,5572.839464,24950.2248,-0.03822,-179922.644,,
158,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1500,750,0,1,0.92,0.5,24,12,-513932.8354,-520602.3186,-6669.483276,-134927.6761,-109242.7986,25684.87748,19015.3942,-61042.56947,54373.08619,-6669.483276,9227.693223,28243.08742,-0.05118,-248418.487,,
159,CA_San.Francisco.Intl,Office,10,0.10531,Retail,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-529341.038,-15408.20259,-134927.6761,-103765.666,31162.01006,15753.80747,-81488.18468,66079.98209,-15408.20259,17506.75865,33260.56612,-0.06684,-366336.459,,
160,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
161,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,,
162,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,,
163,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,0,14633.63132,0.03652,-16412.107,,
164,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511773.8458,2158.989593,-134927.6761,-120914.3654,14013.31069,16172.30029,-20010.60975,22169.59934,2158.989593,4.296302159,16176.59659,0.02004,-34062.824,,
165,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511650.3656,2282.46976,-134927.6761,-119640.9822,15286.69388,17569.16364,-24107.11902,26389.58878,2282.46976,15.52610016,17584.68974,0.00712,-52884.212,,
166,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511547.4408,2385.394569,-134927.6761,-118426.6226,16501.05344,18886.448,-28181.89547,30567.29004,2385.394569,26.75589816,18913.2039,-0.00347,-72560.256,,
167,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511465.3427,2467.492662,-134927.6761,-117243.4217,17684.25439,20151.74705,-32271.07462,34738.56728,2467.492662,37.98569616,20189.73275,-0.01239,-92911.21,,
168,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511406.8199,2526.015466,-134927.6761,-116071.3398,18856.33627,21382.35174,-36363.85357,38889.86903,2526.015466,53.75886876,21436.1106,-0.02003,-113794.199,,
169,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511382.559,2550.27632,-134927.6761,-114922.0689,20005.60715,22555.88347,-40469.74328,43020.0196,2550.27632,85.31565533,22641.19913,-0.02678,-135298.518,,
170,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1200,600,0,1,0.92,0.5,24,12,-513932.8354,-511370.3357,2562.499689,-134927.6761,-112635.9668,22291.70929,24854.20898,-48658.06653,51220.56622,2562.499689,152.939803,25007.14879,-0.03792,-179468.071,,
171,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1500,750,0,1,0.92,0.5,24,12,-513932.8354,-511629.6789,2303.156483,-134927.6761,-109242.7986,25684.87748,27988.03396,-60504.3005,62807.45698,2303.156483,310.7032409,28298.7372,-0.05093,-247974.089,,
172,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-512810.1392,1122.696122,-134927.6761,-103765.666,31162.01006,32284.70618,-77730.66368,78853.3598,1122.696122,693.7619187,32978.4681,-0.0679,-368589.184,,
173,CA_San.Francisco.Intl,Office,10,0.12,Low flat,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
174,CA_San.Francisco.Intl,Office,10,0.12,Low flat,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,,
175,CA_San.Francisco.Intl,Office,10,0.12,Low flat,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,,
176,CA_San.Francisco.Intl,Office,10,0.12,Low flat,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,-9.98E-15,14633.63132,0.03652,-16412.107,,
177,CA_San.Francisco.Intl,Office,10,0.12,Low flat,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511865.7536,2067.081739,-134927.6761,-120914.3654,14013.31069,16080.39243,-20232.71631,22299.79805,2067.081739,113.2319214,16193.62435,0.02018,-33952.499,,
178,CA_San.Francisco.Intl,Office,10,0.12,Low flat,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511779.1393,2153.696093,-134927.6761,-119640.9822,15286.69388,17440.38998,-24373.64689,26527.34298,2153.696093,183.3887214,17623.7787,0.00741,-52621.843,,
179,CA_San.Francisco.Intl,Office,10,0.12,Low flat,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511713.0803,2219.755091,-134927.6761,-118426.6226,16501.05344,18720.80853,-28492.84465,30712.59974,2219.755091,253.5455214,18974.35405,-0.00304,-72137.669,,
180,CA_San.Francisco.Intl,Office,10,0.12,Low flat,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511667.848,2264.987372,-134927.6761,-117243.4217,17684.25439,19949.24176,-32626.44511,34891.43248,2264.987372,323.7023214,20272.94408,-0.01185,-92316.165,,
181,CA_San.Francisco.Intl,Office,10,0.12,Low flat,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511645.4269,2287.408497,-134927.6761,-116071.3398,18856.33627,21143.74477,-36763.64613,39051.05463,2287.408497,393.8591214,21537.60389,-0.0194,-113039.042,,
182,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511645.6877,2287.147686,-134927.6761,-114922.0689,20005.60715,22292.75484,-40913.95648,43201.10416,2287.147686,464.0160003,22756.77084,-0.0261,-134419.456,,
183,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1200,600,0,1,0.92,0.5,24,12,-513932.8354,-511697.6074,2235.227981,-134927.6761,-112635.9668,22291.70929,24526.93727,-49236.71072,51471.9387,2235.227981,625.2532191,25152.19049,-0.03715,-178309.824,,
184,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1500,750,0,1,0.92,0.5,24,12,-513932.8354,-512070.9923,1861.843092,-134927.6761,-109242.7986,25684.87748,27546.72057,-61123.8958,62985.73889,1861.843092,897.1219871,28443.84256,-0.05027,-246815.334,,
185,CA_San.Francisco.Intl,Office,10,0.12,Low flat,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-513236.249,696.586333,-134927.6761,-103765.666,31162.01006,31858.59639,-78193.80441,78890.39074,696.586333,946.5652739,32805.16167,-0.06855,-369973.142,,
186,CA_San.Francisco.Intl,Office,10,0.10531,Retail,100,25,0,1,0.92,0.5,24,12,-513932.8354,-513011.8986,920.9367821,-134927.6761,-131927.6761,3000,3920.936782,-3854.921047,4775.857829,920.9367821,0,3920.936782,0.04617,-2446.828,,
187,CA_San.Francisco.Intl,Office,10,0.10531,Retail,200,50,0,1,0.92,0.5,24,12,-513932.8354,-512291.5722,1641.263154,-134927.6761,-128927.6761,6000,7641.263154,-7851.285651,9492.548806,1641.263154,0,7641.263154,0.04251,-6159.233,,
188,CA_San.Francisco.Intl,Office,10,0.10531,Retail,300,75,0,1,0.92,0.5,24,12,-513932.8354,-511984.1428,1948.692609,-134927.6761,-125972.3273,8955.348796,10904.04141,-11881.81947,13830.51208,1948.692609,0,10904.04141,0.03563,-12760.215,,
189,CA_San.Francisco.Intl,Office,10,0.10531,Retail,400,100,0,1,0.92,0.5,24,12,-513932.8354,-511898.7547,2034.080682,-134927.6761,-123554.0516,11373.6245,13407.70518,-15943.3505,17977.43118,2034.080682,0,13407.70518,0.02473,-24235,,
190,CA_San.Francisco.Intl,Office,10,0.10531,Retail,500,125,0,1,0.92,0.5,24,12,-513932.8354,-511772.1723,2160.663028,-134927.6761,-121712.048,13215.62807,15376.2911,-20022.20689,22182.86992,2160.663028,0,15376.2911,0.01339,-39286.499,,
191,CA_San.Francisco.Intl,Office,10,0.10531,Retail,600,150,0,1,0.92,0.5,24,12,-513932.8354,-511631.5753,2301.260044,-134927.6761,-120066.5988,14861.07721,17162.33725,-24105.22507,26406.48511,2301.260044,0,17162.33725,0.00395,-55719.08,,
192,CA_San.Francisco.Intl,Office,10,0.10531,Retail,700,175,0,1,0.92,0.5,24,12,-513932.8354,-511512.7143,2420.121104,-134927.6761,-118607.3147,16320.36135,18740.48245,-28187.56603,30607.68713,2420.121104,0,18740.48245,-0.00466,-73753.873,,
193,CA_San.Francisco.Intl,Office,10,0.10531,Retail,800,200,0,1,0.92,0.5,24,12,-513932.8354,-511434.9163,2497.919058,-134927.6761,-117266.1747,17661.50138,20159.42044,-32270.68351,34768.60257,2497.919058,0,20159.42044,-0.01259,-93127.973,,
194,CA_San.Francisco.Intl,Office,10,0.10531,Retail,900,225,0,1,0.92,0.5,24,12,-513932.8354,-511373.3154,2559.51993,-134927.6761,-116071.3398,18856.33627,21415.8562,-36363.77328,38923.29321,2559.51993,0,21415.8562,-0.02015,-113944.901,,
195,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1000,250,0,1,0.92,0.5,24,12,-513932.8354,-511324.321,2608.514406,-134927.6761,-114922.0689,20005.60715,22614.12156,-40459.09118,43067.60559,2608.514406,3.829671578,22617.95123,-0.02692,-135475.456,,
